Date,Open,High,Low,Close,Adj Close,Volume
12/03/2020,63.985001,67.5,62,62.057499,60.524662,418474000
13/03/2020,66.222504,69.980003,63.237499,69.4925,67.776009,370732000
16/03/2020,60.487499,64.769997,60,60.552502,59.056843,322423600
17/03/2020,61.877499,64.402496,59.599998,63.215,61.653576,324056000
18/03/2020,59.942501,62.5,59.279999,61.6675,60.144295,300233600
19/03/2020,61.8475,63.209999,60.6525,61.195,59.683464,271857200
20/03/2020,61.794998,62.9575,57,57.310001,55.894432,401693200
23/03/2020,57.02,57.125,53.1525,56.092499,54.706993,336752800
24/03/2020,59.09,61.922501,58.575001,61.720001,60.195492,287531200
25/03/2020,62.6875,64.5625,61.075001,61.380001,59.863892,303602000
26/03/2020,61.630001,64.669998,61.59,64.610001,63.014111,252087200
27/03/2020,63.1875,63.967499,61.762501,61.935001,60.405182,204216800
30/03/2020,62.685001,63.880001,62.349998,63.702499,62.129025,167976400
31/03/2020,63.900002,65.622498,63,63.572498,62.002235,197002000
1/04/2020,61.625,62.18,59.782501,60.227501,58.739861,176218400
2/04/2020,60.084999,61.287498,59.224998,61.232498,59.720032,165934000
3/04/2020,60.700001,61.424999,59.7425,60.352501,58.861774,129880000
6/04/2020,62.724998,65.777496,62.345001,65.6175,63.996727,201820400
7/04/2020,67.699997,67.925003,64.75,64.857498,63.255497,202887200
8/04/2020,65.684998,66.842499,65.307503,66.517502,64.874489,168895200
9/04/2020,67.175003,67.517502,66.175003,66.997498,65.342644,161834800
13/04/2020,67.077499,68.425003,66.457497,68.3125,66.62516,131022800
14/04/2020,70,72.0625,69.512497,71.762497,69.989937,194994800
15/04/2020,70.599998,71.582497,70.157501,71.107498,69.351135,131154400
16/04/2020,71.845001,72.050003,70.587502,71.672501,69.902176,157125200
17/04/2020,71.172501,71.737503,69.214996,70.699997,68.953682,215250000
20/04/2020,69.487503,70.419998,69.212502,69.232498,67.522438,130015200
21/04/2020,69.07,69.3125,66.357498,67.092499,65.435287,180991600
22/04/2020,68.402496,69.474998,68.050003,69.025002,67.320061,116862400
23/04/2020,68.967499,70.4375,68.717499,68.7575,67.059174,124814400
24/04/2020,69.300003,70.752502,69.25,70.7425,68.995155,126161200
27/04/2020,70.449997,71.135002,69.987503,70.792503,69.0439,117087600
28/04/2020,71.269997,71.457497,69.550003,69.644997,67.924751,112004800
29/04/2020,71.182503,72.417503,70.972504,71.932503,70.155731,137280800
30/04/2020,72.489998,73.6325,72.087502,73.449997,71.635757,183064000
1/05/2020,71.5625,74.75,71.462502,72.267502,70.482475,240616800
4/05/2020,72.292503,73.422501,71.580002,73.290001,71.479698,133568000
5/05/2020,73.764999,75.25,73.614998,74.389999,72.552544,147751200
6/05/2020,75.114998,75.809998,74.717499,75.157501,73.301079,142333600
7/05/2020,75.805,76.292503,75.4925,75.934998,74.059387,115215200
8/05/2020,76.410004,77.587502,76.072502,77.532501,75.822113,133838400
11/05/2020,77.025002,79.262497,76.809998,78.752502,77.015221,145946400
12/05/2020,79.457497,79.922501,77.727501,77.852501,76.135056,162301200
13/05/2020,78.037498,78.987503,75.802498,76.912498,75.21579,200622400
14/05/2020,76.127502,77.447502,75.3825,77.385002,75.677872,158929200
15/05/2020,75.087502,76.974998,75.052498,76.927498,75.230461,166348400
18/05/2020,78.292503,79.125,77.580002,78.739998,77.002983,135178400
19/05/2020,78.7575,79.629997,78.252502,78.285004,76.558029,101729600
20/05/2020,79.169998,79.879997,79.129997,79.807503,78.046944,111504800
21/05/2020,79.665001,80.222504,78.967499,79.212502,77.465057,102688800
22/05/2020,78.942497,79.807503,78.837502,79.722504,77.963821,81803200
26/05/2020,80.875,81.059998,79.125,79.182503,77.435738,125522000
27/05/2020,79.035004,79.677498,78.272499,79.527496,77.773094,112945200
28/05/2020,79.192497,80.860001,78.907501,79.5625,77.807335,133560800
29/05/2020,79.8125,80.287498,79.1175,79.485001,77.731537,153532400
1/06/2020,79.4375,80.587502,79.302498,80.462502,78.687477,80791200
2/06/2020,80.1875,80.860001,79.732498,80.834999,79.051788,87642800
3/06/2020,81.165001,81.550003,80.574997,81.279999,79.486938,104491200
4/06/2020,81.097504,81.404999,80.195,80.580002,78.802368,87560400
5/06/2020,80.837502,82.9375,80.807503,82.875,81.046745,137250400
8/06/2020,82.5625,83.400002,81.830002,83.364998,81.52597,95654400
9/06/2020,83.035004,86.402496,83.002502,85.997498,84.100372,147712400
10/06/2020,86.974998,88.692497,86.522499,88.209999,86.264053,166651600
11/06/2020,87.327499,87.764999,83.870003,83.974998,82.12249,201662400
12/06/2020,86.18,86.949997,83.555,84.699997,82.831505,200146000
15/06/2020,83.3125,86.419998,83.144997,85.747498,83.855881,138808800
16/06/2020,87.864998,88.300003,86.18,88.019997,86.078262,165428800
17/06/2020,88.787498,88.849998,87.772499,87.897499,85.95845,114406400
18/06/2020,87.852501,88.362503,87.305,87.932503,85.992691,96820400
19/06/2020,88.660004,89.139999,86.287498,87.43,85.501282,264476000
22/06/2020,87.834999,89.864998,87.787498,89.717499,87.738319,135445200
23/06/2020,91,93.095001,90.567497,91.6325,89.611061,212155600
24/06/2020,91.25,92.197502,89.629997,90.014999,88.029243,192623200
25/06/2020,90.175003,91.25,89.392502,91.209999,89.197891,137522400
26/06/2020,91.102501,91.330002,88.254997,88.407501,86.457214,205256800
29/06/2020,88.3125,90.542503,87.82,90.445,88.449753,130646000
30/06/2020,90.019997,91.495003,90,91.199997,89.188103,140223200
1/07/2020,91.279999,91.839996,90.977501,91.027496,89.019402,110737200
2/07/2020,91.962502,92.6175,90.910004,91.027496,89.019402,114041600
6/07/2020,92.5,93.945,92.467499,93.462502,91.400711,118655600
7/07/2020,93.852501,94.654999,93.057503,93.172501,91.117104,112424400
8/07/2020,94.18,95.375,94.089996,95.342499,93.23922,117092000
9/07/2020,96.262497,96.317497,94.672501,95.752502,93.640175,125642800
10/07/2020,95.334999,95.980003,94.705002,95.919998,93.803978,90257200
13/07/2020,97.264999,99.955002,95.2575,95.477501,93.371246,191649200
14/07/2020,94.839996,97.254997,93.877502,97.057503,94.916389,170989200
15/07/2020,98.989998,99.247498,96.489998,97.724998,95.569168,153198000
16/07/2020,96.5625,97.404999,95.904999,96.522499,94.393196,110577600
17/07/2020,96.987503,97.147499,95.839996,96.327499,94.202484,92186800
20/07/2020,96.417503,98.5,96.0625,98.357498,96.187714,90318000
21/07/2020,99.172501,99.25,96.7425,97,94.860168,103433200
22/07/2020,96.692497,97.974998,96.602501,97.272499,95.126656,89001600
23/07/2020,96.997498,97.077499,92.010002,92.845001,90.796814,197004400
24/07/2020,90.987503,92.970001,89.144997,92.614998,90.571899,185438800
27/07/2020,93.709999,94.904999,93.480003,94.809998,92.718468,121214000
28/07/2020,94.3675,94.550003,93.247498,93.252502,91.195335,103625600
29/07/2020,93.75,95.230003,93.712502,95.040001,92.943405,90329200
30/07/2020,94.1875,96.297501,93.767502,96.190002,94.068039,158130000
31/07/2020,102.885002,106.415001,100.824997,106.260002,103.915894,374336800
3/08/2020,108.199997,111.637497,107.892502,108.9375,106.534309,308151200
4/08/2020,109.1325,110.790001,108.387497,109.665001,107.245781,173071600
5/08/2020,109.377502,110.392502,108.897499,110.0625,107.634499,121776800
6/08/2020,110.404999,114.412498,109.797501,113.902496,111.389793,202428800
7/08/2020,113.205002,113.675003,110.292503,111.112503,108.857262,198045600
10/08/2020,112.599998,113.775002,110,112.727501,110.439468,212403600
11/08/2020,111.970001,112.482498,109.107498,109.375,107.155014,187902400
12/08/2020,110.497498,113.275002,110.297501,113.010002,110.716232,165598000
13/08/2020,114.43,116.042503,113.927498,115.010002,112.675644,210082000
14/08/2020,114.830002,115,113.044998,114.907501,112.575241,165565200
17/08/2020,116.0625,116.087502,113.962502,114.607498,112.281319,119561600
18/08/2020,114.352501,116,114.0075,115.5625,113.216927,105633600
19/08/2020,115.982498,117.162498,115.610001,115.707497,113.358978,145538000
20/08/2020,115.75,118.392502,115.732498,118.275002,115.874382,126907200
21/08/2020,119.262497,124.8675,119.25,124.370003,121.845688,338054800
24/08/2020,128.697495,128.785004,123.9375,125.857498,123.302979,345937600
25/08/2020,124.697502,125.18,123.052498,124.824997,122.291428,211495600
26/08/2020,126.18,126.9925,125.082497,126.522499,123.954475,163022400
27/08/2020,127.142502,127.485001,123.832497,125.010002,122.472687,155552400
28/08/2020,126.012497,126.442497,124.577499,124.807503,122.274277,187630000
31/08/2020,127.580002,131,126,129.039993,126.420876,225702700
1/09/2020,132.759995,134.800003,130.529999,134.179993,131.456573,151948100
2/09/2020,137.589996,137.979996,127,131.399994,128.732956,200119000
3/09/2020,126.910004,128.839996,120.5,120.879997,118.426506,257599600
4/09/2020,120.07,123.699997,110.889999,120.959999,118.504868,332607200
8/09/2020,113.949997,118.989998,112.68,112.82,110.530098,231366600
9/09/2020,117.260002,119.139999,115.260002,117.32,114.938766,176940500
10/09/2020,120.360001,120.5,112.5,113.489998,111.186508,182274400
11/09/2020,114.57,115.230003,110,112,109.726738,180860300
14/09/2020,114.720001,115.93,112.800003,115.360001,113.018539,140150100
15/09/2020,118.330002,118.830002,113.610001,115.540001,113.194885,184642000
16/09/2020,115.230003,116,112.040001,112.129997,109.854095,154679000
17/09/2020,109.720001,112.199997,108.709999,110.339996,108.100426,178011000
18/09/2020,110.400002,110.879997,106.089996,106.839996,104.671463,287104900
21/09/2020,104.540001,110.190002,103.099998,110.080002,107.845703,195713800
22/09/2020,112.68,112.860001,109.160004,111.809998,109.540588,183055400
23/09/2020,111.620003,112.110001,106.769997,107.120003,104.945786,150718700
24/09/2020,105.169998,110.25,105,108.220001,106.02346,167743300
25/09/2020,108.43,112.440002,107.669998,112.279999,110.00106,149981400
28/09/2020,115.010002,115.32,112.779999,114.959999,112.626663,137672400
29/09/2020,114.550003,115.309998,113.57,114.089996,111.7743,99382200
30/09/2020,113.790001,117.260002,113.620003,115.809998,113.459404,142675200
1/10/2020,117.639999,117.720001,115.830002,116.790001,114.41951,116120400
2/10/2020,112.889999,115.370003,112.220001,113.019997,110.726028,144712000
5/10/2020,113.910004,116.650002,113.550003,116.5,114.135406,106243800
6/10/2020,115.699997,116.120003,112.25,113.160004,110.863205,161498200
7/10/2020,114.620003,115.550003,114.129997,115.080002,112.744225,96849000
8/10/2020,116.25,116.400002,114.589996,114.970001,112.636452,83477200
9/10/2020,115.279999,117,114.919998,116.970001,114.595856,100506900
12/10/2020,120.059998,125.18,119.279999,124.400002,121.875053,240226800
13/10/2020,125.269997,125.389999,119.650002,121.099998,118.642052,262330500
14/10/2020,121,123.029999,119.620003,121.190002,118.730225,150712000
15/10/2020,118.720001,121.199997,118.150002,120.709999,118.259949,112559200
16/10/2020,121.279999,121.550003,118.809998,119.019997,116.604256,115393800
19/10/2020,119.959999,120.419998,115.660004,115.980003,113.625961,120639300
20/10/2020,116.199997,118.980003,115.629997,117.510002,115.124893,124423700
21/10/2020,116.669998,118.709999,116.449997,116.870003,114.497894,89946000
22/10/2020,117.449997,118.040001,114.589996,115.75,113.400627,101988000
23/10/2020,116.389999,116.550003,114.279999,115.040001,112.705055,82572600
26/10/2020,114.010002,116.550003,112.879997,115.050003,112.714844,111850700
27/10/2020,115.489998,117.279999,114.540001,116.599998,114.233383,92276800
28/10/2020,115.050003,115.43,111.099998,111.199997,108.94297,143937800
29/10/2020,112.370003,116.93,112.199997,115.32,112.979347,146129200
30/10/2020,111.059998,111.989998,107.720001,108.860001,106.650467,190272600
2/11/2020,109.110001,110.68,107.32,108.769997,106.562302,122866900
3/11/2020,109.660004,111.489998,108.730003,110.440002,108.19841,107624400
4/11/2020,114.139999,115.589996,112.349998,114.949997,112.616859,138235500
5/11/2020,117.949997,119.620003,116.870003,119.029999,116.614059,126387100
6/11/2020,118.32,119.199997,116.129997,118.690002,116.48156,114457900
9/11/2020,120.5,121.989998,116.050003,116.32,114.155663,154515300
10/11/2020,115.550003,117.589996,114.129997,115.970001,113.81218,138023400
11/11/2020,117.190002,119.629997,116.440002,119.489998,117.266663,112295000
12/11/2020,119.620003,120.529999,118.57,119.209999,116.991898,103162300
13/11/2020,119.440002,119.669998,117.870003,119.260002,117.040955,81581900
16/11/2020,118.919998,120.989998,118.150002,120.300003,118.061615,91183000
17/11/2020,119.550003,120.669998,118.959999,119.389999,117.168541,74271000
18/11/2020,118.610001,119.82,118,118.029999,115.833839,76322100
19/11/2020,117.589996,119.059998,116.809998,118.639999,116.432495,74113000
20/11/2020,118.639999,118.769997,117.290001,117.339996,115.156693,73604300
23/11/2020,117.18,117.620003,113.75,113.849998,111.731628,127959300
24/11/2020,113.910004,115.849998,112.589996,115.169998,113.027061,113874200
25/11/2020,115.550003,116.75,115.169998,116.029999,113.871048,76499200
27/11/2020,116.57,117.489998,116.220001,116.589996,114.420631,46691300
30/11/2020,116.970001,120.970001,116.809998,119.050003,116.834869,169410200
